Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;EmployeeCount;EmployeeNumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NumCompaniesWorked;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager;HourIncome
36;No;Travel_Frequently;1467;Sales;11;2;Technical Degree;1;154;2;Female;92;3;3;Sales Executive;4;Married; R$ 9.738,00 ;22952;0;Y;No;14;3;3;80;1;10;6;3;9;7;2;8; R$ 55,33 
36;No;Travel_Rarely;922;Research & Development;3;2;Life Sciences;1;155;1;Female;39;3;1;Laboratory Technician;4;Divorced; R$ 2.835,00 ;2561;5;Y;No;22;4;1;80;1;7;2;3;1;0;0;0; R$ 16,11 
43;No;Travel_Frequently;394;Sales;26;2;Life Sciences;1;158;3;Male;92;3;4;Manager;4;Married; R$ 16.959,00 ;19494;1;Y;Yes;12;3;4;80;2;25;3;4;25;12;4;12; R$ 96,36 
30;No;Travel_Frequently;1312;Research & Development;23;3;Life Sciences;1;159;1;Male;96;1;1;Research Scientist;3;Divorced; R$ 2.613,00 ;22310;1;Y;No;25;4;3;80;3;10;2;2;10;7;0;9; R$ 14,85 
33;No;Non-Travel;750;Sales;22;2;Marketing;1;160;3;Male;95;3;2;Sales Executive;2;Married; R$ 6.146,00 ;15480;0;Y;No;13;3;1;80;1;8;2;4;7;7;0;7; R$ 34,92 
56;Yes;Travel_Rarely;441;Research & Development;14;4;Life Sciences;1;161;2;Female;72;3;1;Research Scientist;2;Married; R$ 4.963,00 ;4510;9;Y;Yes;18;3;1;80;3;7;2;3;5;4;4;3; R$ 28,20 
51;No;Travel_Rarely;684;Research & Development;6;3;Life Sciences;1;162;1;Male;51;3;5;Research Director;3;Single; R$ 19.537,00 ;6462;7;Y;No;13;3;3;80;0;23;5;3;20;18;15;15; R$ 111,01 
31;Yes;Travel_Rarely;249;Sales;6;4;Life Sciences;1;163;2;Male;76;1;2;Sales Executive;3;Married; R$ 6.172,00 ;20739;4;Y;Yes;18;3;2;80;0;12;3;2;7;7;7;7; R$ 35,07 
26;No;Travel_Rarely;841;Research & Development;6;3;Other;1;164;3;Female;46;2;1;Research Scientist;2;Married; R$ 2.368,00 ;23300;1;Y;No;19;3;3;80;0;5;3;2;5;4;4;3; R$ 13,45 
58;Yes;Travel_Rarely;147;Research & Development;23;4;Medical;1;165;4;Female;94;3;3;Healthcare Representative;4;Married; R$ 10.312,00 ;3465;1;Y;No;12;3;4;80;1;40;3;2;40;10;15;6; R$ 58,59 
19;Yes;Travel_Rarely;528;Sales;22;1;Marketing;1;167;4;Male;50;3;1;Sales Representative;3;Single; R$ 1.675,00 ;26820;1;Y;Yes;19;3;4;80;0;0;2;2;0;0;0;0; R$ 9,52 
22;No;Travel_Rarely;594;Research & Development;2;1;Technical Degree;1;169;3;Male;100;3;1;Laboratory Technician;4;Married; R$ 2.523,00 ;19299;0;Y;No;14;3;3;80;1;3;2;3;2;1;2;1; R$ 14,34 
49;No;Travel_Rarely;470;Research & Development;20;4;Medical;1;170;3;Female;96;3;2;Manufacturing Director;1;Married; R$ 6.567,00 ;5549;1;Y;No;14;3;3;80;0;16;2;2;15;11;5;11; R$ 37,31 
43;No;Travel_Frequently;957;Research & Development;28;3;Medical;1;171;2;Female;72;4;1;Research Scientist;3;Single; R$ 4.739,00 ;16090;4;Y;No;12;3;4;80;0;18;2;3;3;2;1;2; R$ 26,93 
50;No;Travel_Frequently;809;Sales;12;3;Marketing;1;174;3;Female;77;3;3;Sales Executive;4;Single; R$ 9.208,00 ;6645;4;Y;No;11;3;4;80;0;16;3;3;2;2;2;1; R$ 52,32 
31;Yes;Travel_Rarely;542;Sales;20;3;Life Sciences;1;175;2;Female;71;1;2;Sales Executive;3;Married; R$ 4.559,00 ;24788;3;Y;Yes;11;3;3;80;1;4;2;3;2;2;2;2; R$ 25,90 
41;No;Travel_Rarely;802;Sales;9;1;Life Sciences;1;176;3;Male;96;3;3;Sales Executive;3;Divorced; R$ 8.189,00 ;21196;3;Y;Yes;13;3;3;80;1;12;2;3;9;7;0;7; R$ 46,53 
26;No;Travel_Rarely;1355;Human Resources;25;1;Life Sciences;1;177;3;Female;61;3;1;Human Resources;3;Married; R$ 2.942,00 ;8916;1;Y;No;23;4;4;80;1;8;3;3;8;7;5;7; R$ 16,72 
36;No;Travel_Rarely;216;Research & Development;6;2;Medical;1;178;2;Male;84;3;2;Manufacturing Director;2;Divorced; R$ 4.941,00 ;2819;6;Y;No;20;4;4;80;2;7;0;3;3;2;0;1; R$ 28,07 
51;Yes;Travel_Frequently;1150;Research & Development;8;4;Life Sciences;1;179;1;Male;53;1;3;Manufacturing Director;4;Single; R$ 10.650,00 ;25150;2;Y;No;15;3;4;80;0;18;2;3;4;2;0;3; R$ 60,51 
39;No;Travel_Rarely;1329;Sales;4;4;Life Sciences;1;182;4;Female;47;2;2;Sales Executive;3;Married; R$ 5.902,00 ;14590;4;Y;No;14;3;3;80;1;17;1;4;15;11;5;9; R$ 33,53 
25;No;Travel_Rarely;959;Sales;28;3;Life Sciences;1;183;1;Male;41;2;2;Sales Executive;3;Married; R$ 8.639,00 ;24835;2;Y;No;18;3;4;80;0;6;3;3;2;2;2;2; R$ 49,09 
30;No;Travel_Rarely;1240;Human Resources;9;3;Human Resources;1;184;3;Male;48;3;2;Human Resources;4;Married; R$ 6.347,00 ;13982;0;Y;Yes;19;3;4;80;0;12;2;1;11;9;4;7; R$ 36,06 
32;Yes;Travel_Rarely;1033;Research & Development;9;3;Medical;1;190;1;Female;41;3;1;Laboratory Technician;1;Single; R$ 4.200,00 ;10224;7;Y;No;22;4;1;80;0;10;2;4;5;4;0;4; R$ 23,86 
45;No;Travel_Rarely;1316;Research & Development;29;3;Medical;1;192;3;Male;83;3;1;Research Scientist;4;Single; R$ 3.452,00 ;9752;5;Y;No;13;3;2;80;0;9;2;2;6;5;0;3; R$ 19,61 
38;No;Travel_Rarely;364;Research & Development;3;5;Technical Degree;1;193;4;Female;32;3;2;Research Scientist;3;Single; R$ 4.317,00 ;2302;3;Y;Yes;20;4;2;80;0;19;2;3;3;2;2;2; R$ 24,53 
30;No;Travel_Rarely;438;Research & Development;18;3;Life Sciences;1;194;1;Female;75;3;1;Research Scientist;3;Single; R$ 2.632,00 ;23910;1;Y;No;14;3;3;80;0;5;4;2;5;4;0;4; R$ 14,95 
32;No;Travel_Frequently;689;Sales;9;2;Medical;1;195;4;Male;35;1;2;Sales Executive;4;Divorced; R$ 4.668,00 ;22812;0;Y;No;17;3;4;80;3;9;2;4;8;7;0;7; R$ 26,52 
30;No;Travel_Rarely;201;Research & Development;5;3;Technical Degree;1;197;4;Female;84;3;1;Research Scientist;1;Divorced; R$ 3.204,00 ;10415;5;Y;No;14;3;4;80;1;8;3;3;3;2;2;2; R$ 18,20 
30;No;Travel_Rarely;1427;Research & Development;2;1;Medical;1;198;2;Male;35;2;1;Laboratory Technician;4;Single; R$ 2.720,00 ;11162;0;Y;No;13;3;4;80;0;6;3;3;5;3;1;2; R$ 15,45 
41;No;Travel_Frequently;857;Research & Development;10;3;Life Sciences;1;199;4;Male;91;2;4;Manager;1;Divorced; R$ 17.181,00 ;12888;4;Y;No;13;3;2;80;1;21;2;2;7;6;7;7; R$ 97,62 
41;No;Travel_Rarely;933;Research & Development;9;4;Life Sciences;1;200;3;Male;94;3;1;Laboratory Technician;1;Married; R$ 2.238,00 ;6961;2;Y;No;21;4;4;80;1;7;2;3;5;0;1;4; R$ 12,72 
19;No;Travel_Rarely;1181;Research & Development;3;1;Medical;1;201;2;Female;79;3;1;Laboratory Technician;2;Single; R$ 1.483,00 ;16102;1;Y;No;14;3;4;80;0;1;3;3;1;0;0;0; R$ 8,43 
40;No;Travel_Frequently;1395;Research & Development;26;3;Medical;1;202;2;Female;54;3;2;Research Scientist;2;Divorced; R$ 5.605,00 ;8504;1;Y;No;11;3;1;80;1;20;2;3;20;7;2;13; R$ 31,85 
35;No;Travel_Rarely;662;Sales;1;5;Marketing;1;204;3;Male;94;3;3;Sales Executive;2;Married; R$ 7.295,00 ;11439;1;Y;No;13;3;1;80;2;10;3;3;10;8;0;6; R$ 41,45 
53;No;Travel_Rarely;1436;Sales;6;2;Marketing;1;205;2;Male;34;3;2;Sales Representative;3;Married; R$ 2.306,00 ;16047;2;Y;Yes;20;4;4;80;1;13;3;1;7;7;4;5; R$ 13,10 
45;No;Travel_Rarely;194;Research & Development;9;3;Life Sciences;1;206;2;Male;60;3;2;Laboratory Technician;2;Divorced; R$ 2.348,00 ;10901;8;Y;No;18;3;3;80;1;20;2;1;17;9;0;15; R$ 13,34 
32;No;Travel_Frequently;967;Sales;8;3;Marketing;1;207;2;Female;43;3;3;Sales Executive;4;Single; R$ 8.998,00 ;15589;1;Y;No;14;3;4;80;0;9;2;3;9;8;3;7; R$ 51,13 
29;No;Non-Travel;1496;Research & Development;1;1;Technical Degree;1;208;4;Male;41;3;2;Manufacturing Director;3;Married; R$ 4.319,00 ;26283;1;Y;No;13;3;1;80;1;10;1;3;10;7;0;9; R$ 24,54 
51;No;Travel_Rarely;1169;Research & Development;7;4;Medical;1;211;2;Male;34;2;2;Manufacturing Director;3;Married; R$ 6.132,00 ;13983;2;Y;No;17;3;3;80;0;10;2;3;1;0;0;0; R$ 34,84 
58;No;Travel_Rarely;1145;Research & Development;9;3;Medical;1;214;2;Female;75;2;1;Research Scientist;2;Married; R$ 3.346,00 ;11873;4;Y;Yes;20;4;2;80;1;9;3;2;1;0;0;0; R$ 19,01 
40;No;Travel_Rarely;630;Sales;4;4;Marketing;1;215;3;Male;67;2;3;Sales Executive;4;Married; R$ 10.855,00 ;8552;7;Y;No;11;3;1;80;1;15;2;2;12;11;2;11; R$ 61,68 
34;No;Travel_Frequently;303;Sales;2;4;Marketing;1;216;3;Female;75;3;1;Sales Representative;3;Married; R$ 2.231,00 ;11314;6;Y;No;18;3;4;80;1;6;3;3;4;3;1;2; R$ 12,68 
22;No;Travel_Rarely;1256;Research & Development;19;1;Medical;1;217;3;Male;80;3;1;Research Scientist;4;Married; R$ 2.323,00 ;11992;1;Y;No;24;4;1;80;2;2;6;3;2;2;2;2; R$ 13,20 
27;No;Non-Travel;691;Research & Development;9;3;Medical;1;218;4;Male;57;3;1;Research Scientist;2;Divorced; R$ 2.024,00 ;5970;6;Y;No;18;3;4;80;1;6;1;1;2;2;2;2; R$ 11,50 
28;No;Travel_Rarely;440;Research & Development;21;3;Medical;1;221;3;Male;42;3;1;Research Scientist;4;Married; R$ 2.713,00 ;6672;1;Y;No;11;3;3;80;1;5;2;1;5;2;0;2; R$ 15,41 
57;No;Travel_Rarely;334;Research & Development;24;2;Life Sciences;1;223;3;Male;83;4;3;Healthcare Representative;4;Divorced; R$ 9.439,00 ;23402;3;Y;Yes;16;3;2;80;1;12;2;1;5;3;1;4; R$ 53,63 
27;No;Non-Travel;1450;Research & Development;3;3;Medical;1;224;3;Male;79;2;1;Research Scientist;3;Divorced; R$ 2.566,00 ;25326;1;Y;Yes;15;3;4;80;1;1;2;2;1;1;0;1; R$ 14,58 
50;No;Travel_Rarely;1452;Research & Development;11;3;Life Sciences;1;226;3;Female;53;3;5;Manager;2;Single; R$ 19.926,00 ;17053;3;Y;No;15;3;2;80;0;21;5;3;5;4;4;4; R$ 113,22 
41;No;Travel_Rarely;465;Research & Development;14;3;Life Sciences;1;227;1;Male;56;3;1;Research Scientist;3;Divorced; R$ 2.451,00 ;4609;4;Y;No;12;3;1;80;1;13;2;3;9;8;1;8; R$ 13,93 
30;No;Travel_Rarely;1339;Sales;5;3;Life Sciences;1;228;2;Female;41;3;3;Sales Executive;4;Married; R$ 9.419,00 ;8053;2;Y;No;12;3;3;80;1;12;2;3;10;9;7;4; R$ 53,52 
38;No;Travel_Rarely;702;Sales;1;4;Life Sciences;1;230;1;Female;59;2;2;Sales Executive;4;Single; R$ 8.686,00 ;12930;4;Y;No;22;4;3;80;0;12;2;4;8;3;0;7; R$ 49,35 
32;No;Travel_Rarely;120;Research & Development;6;5;Life Sciences;1;231;3;Male;43;3;1;Research Scientist;3;Single; R$ 3.038,00 ;12430;3;Y;No;20;4;1;80;0;8;2;3;5;4;1;4; R$ 17,26 
27;No;Travel_Rarely;1157;Research & Development;17;3;Technical Degree;1;233;3;Male;51;3;1;Research Scientist;2;Married; R$ 3.058,00 ;13364;0;Y;Yes;16;3;4;80;1;6;3;2;5;2;1;1; R$ 17,38 
19;Yes;Travel_Frequently;602;Sales;1;1;Technical Degree;1;235;3;Female;100;1;1;Sales Representative;1;Single; R$ 2.325,00 ;20989;0;Y;No;21;4;1;80;0;1;5;4;0;0;0;0; R$ 13,21 
36;No;Travel_Frequently;1480;Research & Development;3;2;Medical;1;238;4;Male;30;3;1;Laboratory Technician;2;Single; R$ 2.088,00 ;15062;4;Y;No;12;3;3;80;0;13;3;2;8;7;7;2; R$ 11,86 
30;No;Non-Travel;111;Research & Development;9;3;Medical;1;239;3;Male;66;3;2;Laboratory Technician;1;Divorced; R$ 3.072,00 ;11012;1;Y;No;11;3;3;80;2;12;4;3;12;9;6;10; R$ 17,45 
45;No;Travel_Rarely;1268;Sales;4;2;Life Sciences;1;240;3;Female;30;3;2;Sales Executive;1;Divorced; R$ 5.006,00 ;6319;4;Y;Yes;11;3;1;80;1;9;3;4;5;4;0;3; R$ 28,44 
56;No;Travel_Rarely;713;Research & Development;8;3;Life Sciences;1;241;3;Female;67;3;1;Research Scientist;1;Divorced; R$ 4.257,00 ;13939;4;Y;Yes;18;3;3;80;1;19;3;3;2;2;2;2; R$ 24,19 
33;No;Travel_Rarely;134;Research & Development;2;3;Life Sciences;1;242;3;Male;90;3;1;Research Scientist;4;Single; R$ 2.500,00 ;10515;0;Y;No;14;3;1;80;0;4;2;4;3;1;0;2; R$ 14,20 
19;Yes;Travel_Rarely;303;Research & Development;2;3;Life Sciences;1;243;2;Male;47;2;1;Laboratory Technician;4;Single; R$ 1.102,00 ;9241;1;Y;No;22;4;3;80;0;1;3;2;1;0;1;0; R$ 6,26 
46;No;Travel_Rarely;526;Sales;1;2;Marketing;1;244;2;Female;92;3;3;Sales Executive;1;Divorced; R$ 10.453,00 ;2137;1;Y;No;25;4;3;80;3;24;2;3;24;13;15;7; R$ 59,39 
38;No;Travel_Rarely;1380;Research & Development;9;2;Life Sciences;1;245;3;Female;75;3;1;Laboratory Technician;4;Single; R$ 2.288,00 ;6319;1;Y;No;12;3;3;80;0;2;3;3;2;2;2;1; R$ 13,00 
31;No;Travel_Rarely;140;Research & Development;12;1;Medical;1;246;3;Female;95;3;1;Research Scientist;4;Married; R$ 3.929,00 ;6984;8;Y;Yes;23;4;3;80;1;7;0;3;4;2;0;2; R$ 22,32 
34;No;Travel_Rarely;629;Research & Development;27;2;Medical;1;247;4;Female;95;3;1;Research Scientist;2;Single; R$ 2.311,00 ;5711;2;Y;No;15;3;4;80;0;9;3;3;3;2;1;2; R$ 13,13 
41;Yes;Travel_Rarely;1356;Sales;20;2;Marketing;1;248;2;Female;70;3;1;Sales Representative;2;Single; R$ 3.140,00 ;21728;1;Y;Yes;22;4;4;80;0;4;5;2;4;3;0;2; R$ 17,84 
50;No;Travel_Rarely;328;Research & Development;1;3;Medical;1;249;3;Male;86;2;1;Laboratory Technician;3;Married; R$ 3.690,00 ;3425;2;Y;No;15;3;4;80;1;5;2;2;3;2;0;2; R$ 20,97 
53;No;Travel_Rarely;1084;Research & Development;13;2;Medical;1;250;4;Female;57;4;2;Manufacturing Director;1;Divorced; R$ 4.450,00 ;26250;1;Y;No;11;3;3;80;2;5;3;3;4;2;1;3; R$ 25,28 
33;No;Travel_Rarely;931;Research & Development;14;3;Medical;1;252;4;Female;72;3;1;Research Scientist;2;Married; R$ 2.756,00 ;4673;1;Y;No;13;3;4;80;1;8;5;3;8;7;1;6; R$ 15,66 
40;No;Travel_Rarely;989;Research & Development;4;1;Medical;1;253;4;Female;46;3;5;Manager;3;Married; R$ 19.033,00 ;6499;1;Y;No;14;3;2;80;1;21;2;3;20;8;9;9; R$ 108,14 
55;No;Travel_Rarely;692;Research & Development;14;4;Medical;1;254;3;Male;61;4;5;Research Director;2;Single; R$ 18.722,00 ;13339;8;Y;No;11;3;4;80;0;36;3;3;24;15;2;15; R$ 106,38 
34;No;Travel_Frequently;1069;Research & Development;2;1;Life Sciences;1;256;4;Male;45;2;2;Manufacturing Director;3;Married; R$ 9.547,00 ;14074;1;Y;No;17;3;3;80;0;10;2;2;10;9;1;9; R$ 54,24 
51;No;Travel_Rarely;313;Research & Development;3;3;Medical;1;258;4;Female;98;3;4;Healthcare Representative;2;Single; R$ 13.734,00 ;7192;3;Y;No;18;3;3;80;0;21;6;3;7;7;1;0; R$ 78,03 
52;No;Travel_Rarely;699;Research & Development;1;4;Life Sciences;1;259;3;Male;65;2;5;Manager;3;Married; R$ 19.999,00 ;5678;0;Y;No;14;3;1;80;1;34;5;3;33;18;11;9; R$ 113,63 
27;No;Travel_Rarely;894;Research & Development;9;3;Medical;1;260;4;Female;99;3;1;Research Scientist;2;Single; R$ 2.279,00 ;11781;1;Y;No;16;3;4;80;0;7;2;2;7;7;0;3; R$ 12,95 
35;Yes;Travel_Rarely;556;Research & Development;23;2;Life Sciences;1;261;2;Male;50;2;2;Manufacturing Director;3;Married; R$ 5.916,00 ;15497;3;Y;Yes;13;3;1;80;0;8;1;3;1;0;0;1; R$ 33,61 
43;No;Non-Travel;1344;Research & Development;7;3;Medical;1;262;4;Male;37;4;1;Research Scientist;4;Divorced; R$ 2.089,00 ;5228;4;Y;No;14;3;4;80;3;7;3;4;5;4;2;2; R$ 11,87 
45;No;Non-Travel;1195;Research & Development;2;2;Medical;1;264;1;Male;65;2;4;Manager;4;Married; R$ 16.792,00 ;20462;9;Y;No;23;4;4;80;1;22;1;3;20;8;11;8; R$ 95,41 
37;No;Travel_Rarely;290;Research & Development;21;3;Life Sciences;1;267;2;Male;65;4;1;Research Scientist;1;Married; R$ 3.564,00 ;22977;1;Y;Yes;12;3;1;80;1;8;3;2;8;7;1;7; R$ 20,25 
35;No;Travel_Frequently;138;Research & Development;2;3;Medical;1;269;2;Female;37;3;2;Laboratory Technician;2;Single; R$ 4.425,00 ;15986;5;Y;No;11;3;4;80;0;10;5;3;6;2;1;2; R$ 25,14 
42;No;Non-Travel;926;Research & Development;21;2;Medical;1;270;3;Female;36;3;2;Manufacturing Director;3;Divorced; R$ 5.265,00 ;16439;2;Y;No;16;3;2;80;1;11;5;3;5;3;0;2; R$ 29,91 
38;No;Travel_Rarely;1261;Research & Development;2;4;Life Sciences;1;271;4;Male;88;3;2;Manufacturing Director;3;Married; R$ 6.553,00 ;7259;9;Y;No;14;3;2;80;0;14;3;3;1;0;0;0; R$ 37,23 
38;No;Travel_Rarely;1084;Research & Development;29;3;Technical Degree;1;273;4;Male;54;3;2;Manufacturing Director;4;Married; R$ 6.261,00 ;4185;3;Y;No;18;3;1;80;1;9;3;1;7;7;1;7; R$ 35,57 
27;No;Travel_Frequently;472;Research & Development;1;1;Technical Degree;1;274;3;Male;60;2;2;Manufacturing Director;1;Married; R$ 4.298,00 ;9679;5;Y;No;19;3;3;80;1;6;1;3;2;2;2;0; R$ 24,42 
49;No;Non-Travel;1002;Research & Development;18;4;Life Sciences;1;275;4;Male;92;3;2;Manufacturing Director;4;Divorced; R$ 6.804,00 ;23793;1;Y;Yes;15;3;1;80;2;7;0;3;7;7;1;7; R$ 38,66 
34;No;Travel_Frequently;878;Research & Development;10;4;Medical;1;277;4;Male;43;3;1;Research Scientist;3;Divorced; R$ 3.815,00 ;5972;1;Y;Yes;17;3;4;80;1;5;4;4;5;3;2;0; R$ 21,68 
40;No;Travel_Rarely;905;Research & Development;19;2;Medical;1;281;3;Male;99;3;2;Laboratory Technician;4;Married; R$ 2.741,00 ;16523;8;Y;Yes;15;3;3;80;1;15;2;4;7;2;3;7; R$ 15,57 
38;Yes;Travel_Rarely;1180;Research & Development;29;1;Medical;1;282;2;Male;70;3;2;Healthcare Representative;1;Married; R$ 6.673,00 ;11354;7;Y;Yes;19;3;2;80;0;17;2;3;1;0;0;0; R$ 37,91 
29;Yes;Travel_Rarely;121;Sales;27;3;Marketing;1;283;2;Female;35;3;3;Sales Executive;4;Married; R$ 7.639,00 ;24525;1;Y;No;22;4;4;80;3;10;3;2;10;4;1;9; R$ 43,40 
22;No;Travel_Rarely;1136;Research & Development;5;3;Life Sciences;1;284;4;Male;60;4;1;Research Scientist;2;Divorced; R$ 2.328,00 ;12392;1;Y;Yes;16;3;1;80;1;4;2;2;4;2;2;2; R$ 13,23 
36;No;Travel_Frequently;635;Research & Development;18;1;Medical;1;286;2;Female;73;3;1;Laboratory Technician;4;Single; R$ 2.153,00 ;7703;1;Y;No;13;3;1;80;0;8;2;3;8;1;1;7; R$ 12,23 
40;No;Non-Travel;1151;Research & Development;9;5;Life Sciences;1;287;4;Male;63;2;2;Healthcare Representative;4;Married; R$ 4.876,00 ;14242;9;Y;No;14;3;4;80;1;5;5;1;3;2;0;2; R$ 27,70 
46;No;Travel_Rarely;644;Research & Development;1;4;Medical;1;288;4;Male;97;3;3;Healthcare Representative;1;Divorced; R$ 9.396,00 ;12368;7;Y;No;16;3;3;80;1;17;3;3;4;2;0;3; R$ 53,39 
32;Yes;Travel_Rarely;1045;Sales;4;4;Medical;1;291;4;Male;32;1;3;Sales Executive;4;Married; R$ 10.400,00 ;25812;1;Y;No;11;3;3;80;0;14;2;2;14;8;9;8; R$ 59,09 
30;No;Non-Travel;829;Research & Development;1;1;Life Sciences;1;292;3;Male;88;2;3;Manufacturing Director;3;Single; R$ 8.474,00 ;20925;1;Y;No;22;4;3;80;0;12;2;3;11;8;5;8; R$ 48,15 
27;No;Travel_Frequently;1242;Sales;20;3;Life Sciences;1;293;4;Female;90;3;2;Sales Executive;3;Single; R$ 9.981,00 ;12916;1;Y;No;14;3;4;80;0;7;2;3;7;7;0;7; R$ 56,71 
51;No;Travel_Rarely;1469;Research & Development;8;4;Life Sciences;1;296;2;Male;81;2;3;Research Director;2;Married; R$ 12.490,00 ;15736;5;Y;No;16;3;4;80;2;16;5;1;10;9;4;7; R$ 70,97 
30;Yes;Travel_Rarely;1005;Research & Development;3;3;Technical Degree;1;297;4;Female;88;3;1;Research Scientist;1;Single; R$ 2.657,00 ;8556;5;Y;Yes;11;3;3;80;0;8;5;3;5;2;0;4; R$ 15,10 
41;No;Travel_Rarely;896;Sales;6;3;Life Sciences;1;298;4;Female;75;3;3;Manager;4;Single; R$ 13.591,00 ;14674;3;Y;Yes;18;3;3;80;0;16;3;3;1;0;0;0; R$ 77,22 
30;Yes;Travel_Frequently;334;Sales;26;4;Marketing;1;299;3;Female;52;2;2;Sales Executive;1;Single; R$ 6.696,00 ;22967;5;Y;No;15;3;3;80;0;9;5;2;6;3;0;1; R$ 38,05 
29;Yes;Travel_Rarely;992;Research & Development;1;3;Technical Degree;1;300;3;Male;85;3;1;Research Scientist;3;Single; R$ 2.058,00 ;19757;0;Y;No;14;3;4;80;0;7;1;2;6;2;1;5; R$ 11,69 
45;No;Non-Travel;1052;Sales;6;3;Medical;1;302;4;Female;57;2;3;Sales Executive;4;Single; R$ 8.865,00 ;16840;6;Y;No;12;3;4;80;0;23;2;3;19;7;12;8; R$ 50,37 
54;No;Travel_Rarely;1147;Sales;3;3;Marketing;1;303;4;Female;52;3;2;Sales Executive;1;Married; R$ 5.940,00 ;17011;2;Y;No;14;3;4;80;1;16;4;3;6;2;0;5; R$ 33,75 
36;No;Travel_Rarely;1396;Research & Development;5;2;Life Sciences;1;304;4;Male;62;3;2;Laboratory Technician;2;Single; R$ 5.914,00 ;9945;8;Y;No;16;3;4;80;0;16;3;4;13;11;3;7; R$ 33,60 
33;No;Travel_Rarely;147;Research & Development;4;4;Medical;1;305;3;Female;47;2;1;Research Scientist;2;Married; R$ 2.622,00 ;13248;6;Y;No;21;4;4;80;0;7;3;3;3;2;1;1; R$ 14,90 
37;No;Travel_Frequently;663;Research & Development;11;3;Other;1;306;2;Male;47;3;3;Research Director;4;Divorced; R$ 12.185,00 ;10056;1;Y;Yes;14;3;3;80;3;10;1;3;10;8;0;7; R$ 69,23 
38;No;Travel_Rarely;119;Sales;3;3;Life Sciences;1;307;1;Male;76;3;3;Sales Executive;3;Divorced; R$ 10.609,00 ;9647;0;Y;No;12;3;3;80;2;17;6;2;16;10;5;13; R$ 60,28 
31;No;Non-Travel;979;Research & Development;1;4;Medical;1;308;3;Male;90;1;2;Manufacturing Director;3;Married; R$ 4.345,00 ;4381;0;Y;No;12;3;4;80;1;6;2;3;5;4;1;4; R$ 24,69 
59;No;Travel_Rarely;142;Research & Development;3;3;Life Sciences;1;309;3;Male;70;2;1;Research Scientist;4;Married; R$ 2.177,00 ;8456;3;Y;No;17;3;1;80;1;7;6;3;1;0;0;0; R$ 12,37 
37;No;Travel_Frequently;319;Sales;4;4;Marketing;1;311;1;Male;41;3;1;Sales Representative;4;Divorced; R$ 2.793,00 ;2539;4;Y;No;17;3;3;80;1;13;2;3;9;8;5;8; R$ 15,87 
29;No;Travel_Frequently;1413;Sales;1;1;Medical;1;312;2;Female;42;3;3;Sales Executive;4;Married; R$ 7.918,00 ;6599;1;Y;No;14;3;4;80;1;11;5;3;11;10;4;1; R$ 44,99 
35;No;Travel_Frequently;944;Sales;1;3;Marketing;1;314;3;Female;92;3;3;Sales Executive;3;Single; R$ 8.789,00 ;9096;1;Y;No;14;3;1;80;0;10;3;4;10;7;0;8; R$ 49,94 
29;Yes;Travel_Rarely;896;Research & Development;18;1;Medical;1;315;3;Male;86;2;1;Research Scientist;4;Single; R$ 2.389,00 ;14961;1;Y;Yes;13;3;3;80;0;4;3;2;4;3;0;1; R$ 13,57 
52;No;Travel_Rarely;1323;Research & Development;2;3;Life Sciences;1;316;3;Female;89;2;1;Laboratory Technician;4;Single; R$ 3.212,00 ;3300;7;Y;No;15;3;2;80;0;6;3;2;2;2;2;2; R$ 18,25 
42;No;Travel_Rarely;532;Research & Development;4;2;Technical Degree;1;319;3;Male;58;3;5;Manager;4;Married; R$ 19.232,00 ;4933;1;Y;No;11;3;4;80;0;22;3;3;22;17;11;15; R$ 109,27 
59;No;Travel_Rarely;818;Human Resources;6;2;Medical;1;321;2;Male;52;3;1;Human Resources;3;Married; R$ 2.267,00 ;25657;8;Y;No;17;3;4;80;0;7;2;2;2;2;2;2; R$ 12,88 
50;No;Travel_Rarely;854;Sales;1;4;Medical;1;323;4;Female;68;3;5;Manager;4;Divorced; R$ 19.517,00 ;24118;3;Y;No;11;3;3;80;1;32;3;2;7;0;0;6; R$ 110,89 
33;Yes;Travel_Rarely;813;Research & Development;14;3;Medical;1;325;3;Male;58;3;1;Laboratory Technician;4;Married; R$ 2.436,00 ;22149;5;Y;Yes;13;3;3;80;1;8;2;1;5;4;0;4; R$ 13,84 
43;No;Travel_Rarely;1034;Sales;16;3;Marketing;1;327;4;Female;80;3;4;Manager;4;Married; R$ 16.064,00 ;7744;5;Y;Yes;22;4;3;80;1;22;3;3;17;13;1;9; R$ 91,27 
33;Yes;Travel_Rarely;465;Research & Development;2;2;Life Sciences;1;328;1;Female;39;3;1;Laboratory Technician;1;Married; R$ 2.707,00 ;21509;7;Y;No;20;4;1;80;0;13;3;4;9;7;1;7; R$ 15,38 
